OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
24205,2022,640 S SPOKANE ST BLDG,NonResidential,7666203827,640 S SPOKANE ST,SEATTLE,WA,98134,47.57217,-122.32421,GREATER DUWAMISH,2,1960,1,1,27933,27933,0,,,,,,,,Other,Other,27933,Parking,0,NA,,3346362,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",11417787,,43.8,1.57
24209,2022,ED WYSE BLDG,NonResidential,7666203920,3701 7TH AVE S,SEATTLE,WA,98134,47.57013,-122.3244,GREATER DUWAMISH,2,1983,2,1,24305,24305,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,13983,Office,9077,NA,,124250,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",423941,,1.6,0.07
24216,2022,CLEAR CHANNEL,NonResidential,7666204110,3601 6TH AVE S,SEATTLE,WA,98134,47.57075,-122.32724,GREATER DUWAMISH,2,1962,1,1,28800,28800,0,81,32.40000153,34.09999847,981649,933999,58.90000153,60.59999847,Office,Office,28800,NA,,NA,,119742,,5731,Compliant,No Issue,408558,573090,32,1.11
24218,2022,COMMERCIAL PLASTICS,NonResidential,7666204125,3414 4TH AVE S,SEATTLE,WA,98134,47.57294,-122.32811,GREATER DUWAMISH,2,1952,1,1,39600,39600,0,,,,,,,,Mixed Use Property,Manufacturing/Industrial Plant,17600,Non-Refrigerated Warehouse,15800,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6200,71621,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",244370,,0.9,0.02
24219,2022,SB WAREHOUSE,NonResidential,7666204130,3434 4TH AVE S,SEATTLE,WA,98134,47.57199,-122.32811,GREATER DUWAMISH,2,1952,1,1,39600,39600,0,86,14.10000038,16.10000038,637963,556545,28.60000038,30.79999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39600,NA,,NA,,92062,,3238,Compliant,No Issue,314117,323850,18.4,0.46
24225,2022,2900 (RIVER WEST),NonResidential,7666204180,2900 4TH AVE S,SEATTLE,WA,98134,47.57747,-122.32844,GREATER DUWAMISH,2,1937,1,1,41248,41248,0,,,,,,,,Distribution Center,Distribution Center,41430,NA,,NA,,250895,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",856055,,3.3,0.08
24227,2022,OLD PACIFIC INDUSTRIAL SUPPLY,NonResidential,7666204200,2960 4TH AVE S,SEATTLE,WA,98134,47.57587,-122.32789,GREATER DUWAMISH,2,2009,1,1,36400,36400,0,,,,,,,,Other,Other,21400,Retail Store,15000,NA,,306513,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1045823,,4,0.11
24230,2022,MONTRIDGE ARMS,Multifamily LR (1-4),7899800640,9000 20TH AVE SW,SEATTLE,WA,98106,47.52265,-122.35888,DELRIDGE NEIGHBORHOODS,1,1968,3,1,35448,30932,4516,77,29,29.70000076,919403,895784,81.09999847,83.19999695,Multifamily LR (1-4),Multifamily Housing,30932,Parking,4516,NA,,269462,,,Compliant,No Issue,919403,,3.5,0.11
24235,2022,LEEWARD APTS,Multifamily LR (1-4),3386900070,1319 DEXTER AVE N,SEATTLE,WA,98109,47.63101,-122.34285,MAGNOLIA / QUEEN ANNE,7,2018,8,2,358944,306900,52044,96,34.5,35.29999924,10501900,10272430,69.80000305,71.5,Multifamily LR (1-4),Multifamily Housing,297922,Parking,52044,NA,,1720101,,46329,Compliant,No Issue,5868985,4632910,268.6,0.88
24240,2022,CENTURYLINK: WEST CO,NonResidential,7904700100,4415 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56398,-122.38727,SOUTHWEST,1,1920,1,1,31332,31332,0,,107.3000031,107.3000031,3363005,3363005,300.5,300.5,Other,Other,31332,NA,,NA,,985640,,,Compliant,No Issue,3363005,,12.9,0.41
24243,2022,THE DEERING APARTMENTS,Multifamily LR (1-4),7904700145,4321 SW GENESEE ST,SEATTLE,WA,98116,47.56451,-122.38773,SOUTHWEST,1,1969,4,1,23596,23596,0,,22.20000076,22.89999962,541395,523483,62.09999847,64.19999695,Multifamily LR (1-4),Multifamily Housing,23596,Parking,0,NA,,158674,,,Compliant,No Issue,541395,,2.1,0.09
24244,2022,WESTSIDE PRESBYTERIAN CHURCH,NonResidential,7905200005,3601 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57177,-122.38716,SOUTHWEST,1,1948,2,1,35864,35864,0,73,11.89999962,12.39999962,442996,425309,33.20000076,34.59999847,Worship Facility,Worship Facility,35864,NA,,NA,,129835,,,Not Compliant,Default Data,442996,,1.7,0.05
24245,2022,TERRACE VIEW,Multifamily LR (1-4),7905200015,3705 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57098,-122.38725,SOUTHWEST,1,1996,4,1,42048,30799,11249,73,28.70000076,29.60000038,912492,883803,80.30000305,83,Multifamily LR (1-4),Multifamily Housing,30799,Parking,11249,NA,,267436,,,Compliant,No Issue,912492,,3.5,0.11
24248,2022,SPINNAKER BAY CONDOMINIUM,Multifamily MR (5-9),7922640000,9468 RAINIER AVE S,SEATTLE,WA,98118,47.52077,-122.26216,SOUTHEAST,2,1967,6,1,71000,71000,0,8,50.20000076,52.59999847,3731412,3563355,140.5,147.1999969,Multifamily MR (5-9),Multifamily Housing,71000,NA,,NA,,1093614,,,Compliant,No Issue,3731411,,14.3,0.2
24249,2022,SPINNAKER CONDOMINIUM,Multifamily LR (1-4),7922650000,1100 S ATLANTIC ST,SEATTLE,WA,98134,47.5903,-122.31824,GREATER DUWAMISH,2,1969,4,1,32922,32922,0,90,22.79999924,23.89999962,785544,751602,63.90000153,66.80000305,Multifamily LR (1-4),Multifamily Housing,32922,NA,,NA,,230230,,,Compliant,No Issue,785544,,3,0.09
24250,2022,ST GEORGE PARISH,NonResidential,7925100200,5306 13TH AVE S,SEATTLE,WA,98108,47.55464,-122.31576,GREATER DUWAMISH,2,1954,1,1,20484,20484,0,,,,,,,,K-12 School,K-12 School,20484,NA,,NA,,34244,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",116842,,0.4,0.02
24252,2022,SPRINGBROOK BLDG,NonResidential,7933000005,4540 SAND POINT WAY NE,SEATTLE,WA,98105,47.66169,-122.28558,NORTHEAST,4,1984,4,1,45264,27642,17622,36,61.90000153,63.70000076,1385824,1346797,173.3999939,178.5,Medical Office,Medical Office,21743,NA,,NA,,406162,,,Compliant,No Issue,1385824,,5.3,0.19
24253,2022,SPRINGBROOK BLDG LLC 4540,NonResidential,7933000005,4500 SAND POINT WAY NE,SEATTLE,WA,98105,47.66159,-122.28606,NORTHEAST,4,1987,4,2,36932,22356,14576,,89.90000153,92.40000153,2553301,2485916,251.8000031,258.6000061,Medical Office,Medical Office,27642,NA,,NA,,748330,,,Compliant,No Issue,2553301,,9.8,0.44
24255,2022,SPRING CREEK CONDOMINIUM,Multifamily LR (1-4),7933200000,12341 35TH AVE NE,SEATTLE,WA,98125,47.71854,-122.2917,NORTH,5,1980,4,1,20808,20808,0,83,26.39999962,27.79999924,577621,549450,73.90000153,77.69999695,Multifamily LR (1-4),Multifamily Housing,20808,NA,,NA,,169291,,,Compliant,No Issue,577621,,2.2,0.11
24259,2022,SEATTLE MEDICAL POST ACUTE CARE,NonResidential,7942600675,555 16TH AVE,SEATTLE,WA,98122,47.60775,-122.31198,CENTRAL,3,1973,4,1,45082,45082,0,100,64.30000305,65.59999847,2957995,2899468,180.1000061,183.6999969,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),45082,NA,,NA,,866939,,,Compliant,No Issue,2957995,,11.3,0.25
24270,2022,PHINNEY RIDGE LUTHERAN CHURCH,NonResidential,3362900895,7502 GREENWOOD AVE N,SEATTLE,WA,98103,47.68351,-122.35482,NORTHWEST,6,1951,2,1,41600,41600,0,,,,,,,,Worship Facility,Worship Facility,41600,Pre-school/Daycare,10000,NA,,199966,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",682285,,2.6,0.06
24272,2022,HILLSBOROUGH CONDOMINIUM,Multifamily MR (5-9),3373900000,740 BELLEVUE AVE E,SEATTLE,WA,98102,47.62632,-122.3263,EAST,3,1981,7,1,61745,48768,12977,97,25,26,1283825,1232624,69.90000153,72.80000305,Multifamily MR (5-9),Multifamily Housing,49378,Parking,13987,NA,,376268,,,Compliant,No Issue,1283825,,4.9,0.1
24274,2022,THE HART FORD,NonResidential,3383900065,1820 EASTLAKE AVE E,SEATTLE,WA,98102,47.63567,-122.32522,LAKE UNION,4,1960,2,1,34110,34110,0,50,61.79999924,63.79999924,2174664,2109442,173.1999969,178.5,Office,Office,34110,NA,,NA,,637358,,,Compliant,No Issue,2174664,,8.3,0.24
24275,2022,LAKE UNION TERRACE,Multifamily LR (1-4),3383900075,210 E BLAINE ST,SEATTLE,WA,98102,47.6352,-122.32454,LAKE UNION,4,1994,4,1,56649,42712,13937,99,21.60000038,22.20000076,949689,921670,60.40000153,62.29999924,Multifamily LR (1-4),Multifamily Housing,42712,Parking,13937,NA,,278338,,,Compliant,No Issue,949689,,3.6,0.09
24276,2022,1800 EASTLAKE APARTMENTS,Multifamily LR (1-4),3383900095,1800 EASTLAKE AVE E,SEATTLE,WA,98102,47.63516,-122.32502,LAKE UNION,4,1999,3,1,43969,27072,16897,91,29.89999962,29.89999962,808810,808810,83.69999695,83.69999695,Multifamily LR (1-4),Multifamily Housing,27072,Parking,16897,NA,,237049,,,Compliant,No Issue,808810,,3.1,0.11
24281,2022,HJARTA CONDOMINIUMS,Multifamily MR (5-9),3388360000,1530 NW MARKET ST,SEATTLE,WA,98107,47.669,-122.37802,BALLARD,6,2007,8,1,128571,117161,11410,,32.59999847,33,3199810,3159789,64.30000305,64.69999695,Multifamily MR (5-9),Multifamily Housing,92340,Parking,11410,Financial Office,3953,489461,,15298,Compliant,No Issue,1670041,1529770,87.7,0.75
24282,2022,HAMM BLDG MIXED USE/OFFICE RETAIL APTS,Multifamily LR (1-4),3389900115,4302 SW ALASKA ST,SEATTLE,WA,98116,47.56126,-122.38713,SOUTHWEST,1,1925,3,1,21239,21239,0,,31.5,32.29999924,685583,669466,73.59999847,75.69999695,Multifamily LR (1-4),Multifamily Housing,21239,NA,,NA,,148765,,1780,Compliant,No Issue,507585,178000,11.4,0.54
24288,2022,CARITAS COURT RETAIL & APTS,Multifamily MR (5-9),3389900410,4415 SW OREGON ST,SEATTLE,WA,98116,47.5628,-122.38904,SOUTHWEST,1,1997,5,1,26843,21815,5028,100,11.69999981,11.80000019,315556,313383,32.70000076,32.90000153,Multifamily MR (5-9),Multifamily Housing,26843,NA,,NA,,92484,,,Compliant,No Issue,315556,,1.2,0.06
24289,2022,OLYMPIC VIEW,Multifamily LR (1-4),3389900435,4517 GLENN WAY SW,SEATTLE,WA,98116,47.56194,-122.38919,SOUTHWEST,1,1969,4,1,26280,26280,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,24695,NA,,NA,,158014,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",539145,,2.1,0.08
24292,2022,HOLDEN MANOR CONDOMINIUM,Multifamily LR (1-4),3390400000,3501 SW HOLDEN ST,SEATTLE,WA,98126,47.53323,-122.37693,SOUTHWEST,1,1980,4,1,26970,26970,0,,21.89999962,22.70000076,621352,598359,61.20000076,63.59999847,Multifamily LR (1-4),Multifamily Housing,26970,Parking,2800,Non-Refrigerated Warehouse,400,182108,,,Compliant,No Issue,621352,,2.4,0.09
24296,2022,MODERA BROADWAY SOUTH,NonResidential,6003001115,1732 BROADWAY,SEATTLE,WA,98122,47.61733,-122.32055,EAST,3,2020,7,1,84431,73965,10466,90,47,47,6880124,6880124,95.30000305,95.30000305,Multifamily Housing,Multifamily Housing,146446,Parking,7484,NA,,1127453,,30332,Compliant,No Issue,3846870,3033250,175.8,2.38
24306,2022,PANTAGES APTS,Multifamily MR (5-9),6003001296,803 E DENNY WAY,SEATTLE,WA,98122,47.61856,-122.32194,EAST,3,2005,5,1,46225,38713,7512,,,,,,,,Multifamily MR (5-9),Multifamily Housing,39865,Parking,8992,NA,,318271,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1085940,,4.2,0.11
24312,2022,RANDOLPH APTS,Multifamily LR (1-4),6003001440,1833 13TH AVE,SEATTLE,WA,98122,47.6185,-122.31581,EAST,3,1928,4,1,34040,25729,8311,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
24332,2022,4TH & FOREST,NonResidential,7666204280,422 S FOREST ST,SEATTLE,WA,98134,47.57798,-122.32783,GREATER DUWAMISH,2,1970,1,1,23750,23750,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
24333,2022,PLATT ELECTRIC SUPPLY,NonResidential,7666204300,2757 6TH AVE S,SEATTLE,WA,98134,47.57832,-122.32649,GREATER DUWAMISH,2,1970,1,1,43390,43390,0,88,11.39999962,11.39999962,494027,494027,31.89999962,31.89999962,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36430,Office,6960,NA,,144791,,,Not Compliant,Default Data,494027,,1.9,0.04
24344,2022,2233 6TH AVE S BLDG,NonResidential,7666204449,2233 6TH AVE S,SEATTLE,WA,98134,47.58238,-122.32719,GREATER DUWAMISH,2,1959,1,1,35400,35400,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
24348,2022,STONEWAY ELECTRIC SUPPLY,NonResidential,7666204465,1924 4TH AVE S,SEATTLE,WA,98134,47.58517,-122.32853,GREATER DUWAMISH,2,1966,1,1,28144,28144,0,43,26.29999924,27,763970,745032,64.59999847,65.30000305,Distribution Center,Distribution Center,22201,Office,6087,NA,,174983,,1669,Compliant,No Issue,597042,166930,11.2,0.4
24351,2022,1964 4TH AVE S,NonResidential,7666204480,1964 4TH AVE S,SEATTLE,WA,98134,47.5842,-122.32826,GREATER DUWAMISH,2,1916,3,2,71283,71283,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
24354,2022,1760 4TH AVE S,NonResidential,7666204565,1760 4TH AVE S,SEATTLE,WA,98134,47.58661,-122.3281,GREATER DUWAMISH,2,1989,1,1,23792,23792,0,1,143,147.1000061,3500188,3402978,326.3999939,332.7000122,Wholesale Club/Supercenter,Wholesale Club/Supercenter,23792,NA,,NA,,710325,,10766,Compliant,No Issue,2423629,1076560,66.5,2.79
24356,2022,WA STATE DEPT OF CORRECTIONS,Nonresidential WA,7666204625,1550 4TH AVE S,SEATTLE,WA,98134,47.58895,-122.32833,GREATER DUWAMISH,2,1979,2,1,47368,47368,0,,,,,,,,Office,Office,41968,Distribution Center,5400,Parking,0,249727,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",852069,,3.3,0.07
24358,2022,PCF1XX/RE-PC/BRINKS,NonResidential,7666204640,1563 6TH AVE S,SEATTLE,WA,98134,47.58874,-122.32662,GREATER DUWAMISH,2,1931,1,1,46183,46183,0,,32.40000153,33.40000153,1542170,1496468,75.90000153,76.90000153,Mixed Use Property,Non-Refrigerated Warehouse,18871,Food Service,14000,Retail Store,13312,323559,,4382,Compliant,No Issue,1103985,438180,27.5,0.6
24363,2022,JEFFERSON COURT APARTMENTS,Multifamily LR (1-4),7942601445,1717 E JEFFERSON ST,SEATTLE,WA,98122,47.60585,-122.30927,CENTRAL,3,1962,2,1,20931,20931,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
24375,2022,HAWTHORNE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7950302375,4100 39TH AVE S,SEATTLE,WA,98118,47.56591,-122.28339,SOUTHEAST,2,1989,3,1,51672,51672,0,75,38.29999924,40.40000153,2082357,1973837,83.69999695,86.30000305,K-12 School,K-12 School,51548,NA,,NA,,379066,,7890,Compliant,No Issue,1293373,788980,46.9,0.91
24376,2022,SE Seattle Community Health Center,Nonresidential COS,7950303700,4400 37TH AVE S,SEATTLE,WA,98118,47.56364,-122.28572,SOUTHEAST,2,1990,2,1,38352,27270,11082,61,65.80000305,65.80000305,1810117,1810117,184.3999939,184.3999939,Medical Office,Medical Office,19987,Office,7505,NA,,530515,,,Compliant,No Issue,1810117,,6.9,0.25
24377,2022,4420 OREGON PLACE,Multifamily LR (1-4),7950303715,4420 36TH AVE S,SEATTLE,WA,98118,47.56363,-122.28648,SOUTHEAST,2,1966,2,1,21300,21300,0,,29.60000038,30.60000038,651724,630856,82.90000153,85.69999695,Multifamily LR (1-4),Multifamily Housing,21300,NA,,NA,,191009,,,Compliant,No Issue,651724,,2.5,0.12
24381,2022,RAINIER COMMUNITY CENTER,Nonresidential COS,7950304230,4630 38TH AVE S,SEATTLE,WA,98118,47.56154,-122.28435,SOUTHEAST,2,1995,1,1,28425,28425,0,,91.90000153,95,2696528,2609828,137.8999939,141.1000061,Other - Recreation,Other - Recreation,28384,NA,,NA,,196479,,20261,Compliant,No Issue,670386,2026140,110.2,3.88
24391,2022,JEFFERSON COURT,Multifamily LR (1-4),3442000069,10301 GREENWOOD AVE N,SEATTLE,WA,98133,47.70384,-122.35581,NORTHWEST,6,1987,4,1,70094,45929,24165,96,30.29999924,31.20000076,1432694,1392001,84.90000153,87.30000305,Multifamily LR (1-4),Multifamily Housing,45929,Parking,24165,NA,,419898,,,Compliant,No Issue,1432694,,5.5,0.12
24393,2022,THE WILLOWS COURT APTS,Multifamily LR (1-4),3448000030,12316 28TH AVE NE,SEATTLE,WA,98125,47.71812,-122.2974,NORTH,5,1987,4,1,134490,93472,41018,88,29,30,2808238,2710854,81.19999695,84.09999847,Multifamily LR (1-4),Multifamily Housing,93472,Parking,41018,NA,,823048,,,Compliant,No Issue,2808238,,10.8,0.12
24397,2022,BALDWIN APTS,Multifamily LR (1-4),3448000500,12040 28TH AVE NE,SEATTLE,WA,98125,47.71728,-122.29775,NORTH,5,1976,3,1,36172,36172,0,87,25.10000038,26.20000076,711479,681283,70.19999695,73.30000305,Multifamily LR (1-4),Multifamily Housing,27172,Parking,0,NA,,208522,,,Compliant,No Issue,711479,,2.7,0.08
24406,2022,SEATTLE MINI COOPER CAR DEALERSHIP,NonResidential,3448001720,11550 LAKE CITY WAY NE,SEATTLE,WA,98125,47.7139,-122.29794,NORTH,5,2009,3,1,35115,35115,0,,,,,,,,NA,Vehicle Dealership,35115,NA,,NA,,347032,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1184075,,4.5,0.13
24412,2022,MICHELE APTS,Multifamily LR (1-4),3126049122,940 N 98TH ST,SEATTLE,WA,98103,47.70089,-122.34555,NORTHWEST,5,1985,4,1,38100,38100,0,74,35.20000076,35.79999924,1160250,1141438,98.5,100.1999969,Multifamily LR (1-4),Multifamily Housing,32432,Parking,1000,NA,,340050,,,Compliant,No Issue,1160250,,4.4,0.12
24415,2022,Aurora Improvements (COMBINED),NonResidential,3126049156,9401 AURORA AVE N,SEATTLE,WA,98103,47.69734,-122.34639,NORTHWEST,5,1972,1,1,66704,66704,0,,7,7,822896,822896,19.60000038,19.60000038,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,117337,Parking,0,NA,,241177,,,Compliant,No Issue,822896,,3.2,0.05
24418,2022,SEATTLE CITY LIGHT TECHNICAL METERING OPERATIONS,Nonresidential COS,3126049316,1133 N 100TH ST,SEATTLE,WA,98133,47.70117,-122.34284,NORTHWEST,5,1969,1,1,25658,25658,0,64,37.29999924,39.79999924,1086303,1018841,96.09999847,101.5,Office,Office,27320,NA,,NA,,273482,,1532,Compliant,No Issue,933119,153180,11.7,0.46
24426,2022,HALMAR APTS,Multifamily LR (1-4),6003002010,103 13TH AVE E,SEATTLE,WA,98102,47.61894,-122.3162,EAST,3,1908,3,1,23490,23490,0,71,63.5,66.40000153,1559730,1492153,86.40000153,89.40000153,Multifamily LR (1-4),Multifamily Housing,23490,NA,,NA,,77398,,12956,Compliant,No Issue,264081,1295650,69.8,2.97
24429,2022,HEIGHTS ON CAPITOL HILL,Multifamily MR (5-9),6003002075,133 BROADWAY E,SEATTLE,WA,98102,47.61972,-122.3213,EAST,3,2006,5,1,131050,87735,43315,89,36.40000153,37.40000153,3233650,3146033,101.3000031,104.0999985,Multifamily MR (5-9),Multifamily Housing,78453,Parking,43315,Bank Branch,2931,940831,,235,Compliant,No Issue,3210114,23540,13.6,0.15
24430,2022,Hollywood Lofts,Multifamily MR (5-9),6003002090,127 BROADWAY E,SEATTLE,WA,98102,47.61958,-122.32116,EAST,3,2015,5,1,49062,44747,4315,98,18.20000076,18.89999962,733606,709045,51.09999847,52.79999924,Multifamily MR (5-9),Multifamily Housing,35273,Parking,4315,Other,3609,215008,,,Compliant,No Issue,733606,,2.8,0.06
24431,2022,LASALLE APTS,Multifamily LR (1-4),6003002115,105 HARVARD AVE E,SEATTLE,WA,98102,47.61897,-122.32243,EAST,3,1928,4,1,40800,40800,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,40800,NA,,NA,,120055,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",409629,,1.6,0.04
24432,2022,RAMAYANA APTS,Multifamily MR (5-9),6003002120,119 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32257,EAST,3,1965,5,1,39226,36814,2412,77,25.60000038,26.60000038,1042003,1004800,71.69999695,74.40000153,Multifamily MR (5-9),Multifamily Housing,39226,NA,,NA,,305394,,,Compliant,No Issue,1042003,,4,0.11
24435,2022,10TH AVE BLDG,NonResidential,6003500025,1423 10TH AVE E,SEATTLE,WA,98102,47.61345,-122.3198,EAST,3,1907,2,1,36000,36000,0,91,21,21.10000038,757885,754927,53,53.09999847,Office,Office,27600,Other,8400,NA,,186946,,1200,Compliant,No Issue,637860,120030,8.8,0.24
24441,2022,WINSTON APARTMENTS (APTS&SUNDANCE TAVERN),Multifamily LR (1-4),6003500115,1023 E PIKE ST,SEATTLE,WA,98122,47.61391,-122.31852,EAST,3,1905,3,1,23469,23469,0,12,72.80000305,74.19999695,1888630,1852937,108.9000015,110.4000015,Multifamily LR (1-4),Multifamily Housing,25469,NA,,NA,,138579,,14158,Compliant,No Issue,472833,1415800,77,3.28
24444,2022,UNION ART COOPERATIVE,Multifamily LR (1-4),6003500155,1100 E UNION ST,SEATTLE,WA,98122,47.6131,-122.3177,EAST,3,1916,3,1,21000,21000,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,29618,NA,,NA,,82403,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",281158,,1.1,0.05
24448,2022,ALFA ROMEO AUTO SHOWROOM,NonResidential,6003500265,1401 12TH AVE,SEATTLE,WA,98122,47.61324,-122.31724,EAST,3,1913,1,1,36000,36000,0,8,66.80000305,72.90000153,1312232,1203053,128.6000061,136.6999969,Mixed Use Property,Parking,18000,Retail Store,18000,NA,,181414,,6932,Compliant,No Issue,618984,693250,39.2,1.09
24451,2022,LOFT BUILDING,NonResidential,6003500295,1512 11TH AVE,SEATTLE,WA,98122,47.61467,-122.31777,EAST,3,1915,2,1,43200,43200,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43200,NA,,NA,,298641,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1018962,,3.9,0.09
24458,2022,TURNER CONSTRUCTION,NonResidential,7666204820,830 4TH AVE S,SEATTLE,WA,98134,47.59501,-122.32852,GREATER DUWAMISH,2,1913,4,1,53840,40970,12870,9,87.5,90.90000153,3128813,3013043,210.8999939,214.5,Office,Office,34426,Parking,7954,NA,,686275,,7872,Compliant,No Issue,2341570,787240,50.8,1.24
24459,2022,GRIDIRON CONDOS (STADIUM LOFTS),NonResidential,2937600000,589 OCCIDENTAL AVE S,SEATTLE,WA,98104,47.59588,-122.33363,DOWNTOWN,2,1903,11,1,185614,134992,50622,,26.29999924,27.20000076,3669116,3546482,52.79999924,53.79999924,Multifamily Housing,Multifamily Housing,118118,Parking,50622,Retail Store,16874,570235,,17235,Compliant,No Issue,1945643,1723470,99,0.73
24460,2022,1555 4th Ave S,NonResidential,7666204990,1555 4TH AVE S,SEATTLE,WA,98134,47.58856,-122.3297,GREATER DUWAMISH,2,1924,2,0,36000,36000,0,71,32.09999847,37.70000076,1358912,1154255,63.09999847,70.19999695,Office,Office,36000,Parking,0,NA,,184039,,7310,Compliant,No Issue,627940,730970,41.2,1.15
24461,2022,OUTDOOR EMPORIUM,NonResidential,7666204995,1701 4TH AVE S,SEATTLE,WA,98134,47.58801,-122.32944,GREATER DUWAMISH,2,1975,1,1,43794,43794,0,84,26.5,28.20000076,1235938,1161552,60.79999924,62.59999847,Retail Store,Retail Store,34038,Office,9756,NA,,241987,,4103,Compliant,No Issue,825659,410280,25,0.57
24472,2022,OLD PIPE BUILDING,NonResidential,7666205550,3223 3RD AVE S,SEATTLE,WA,98134,47.57466,-122.33089,GREATER DUWAMISH,2,1968,1,1,48280,48280,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40780,Office,7500,NA,,293958,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1002986,,3.8,0.08
24473,2022,SEATTLE TEXTILE CO,NonResidential,7666205580,3434 2ND AVE S,SEATTLE,WA,98134,47.57258,-122.33059,GREATER DUWAMISH,2,1954,1,1,36040,36040,0,,,,,,,,Distribution Center,Distribution Center,31476,Office,4564,NA,,70630,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",240991,,0.9,0.03
24479,2022,SAFEWAY STORE # 423,NonResidential,7974200020,7340 35TH AVE NE,SEATTLE,WA,98115,47.68269,-122.28912,NORTHEAST,4,1965,1,1,32822,32822,0,52,248.3000031,249.8999939,8758475,8699404,511.3999939,512.7000122,Supermarket/Grocery Store,Supermarket/Grocery Store,35042,Parking,0,NA,,1468838,,37468,Compliant,No Issue,5011675,3746800,218.2,6.65
24481,2022,TERRACE VIEW BLDG #8,Multifamily LR (1-4),7974200025,3601 NE 73RD PL,SEATTLE,WA,98115,47.68149,-122.28915,NORTHEAST,4,1961,2,1,20144,20144,0,72,33.5,34.70000076,698091,674821,93.80000305,97,Multifamily LR (1-4),Multifamily Housing,20144,NA,,NA,,204599,,,Compliant,No Issue,698091,,2.7,0.13
24482,2022,VIEW RIDGE (SPS-DISTRICT),SPS-District K-12,7974200250,7047 50TH AVE NE,SEATTLE,WA,98115,47.68069,-122.27533,NORTHEAST,4,1948,1,1,64314,64314,0,30,71,73.59999847,4803720,4637982,103,106,K-12 School,K-12 School,65310,NA,,NA,,314929,,37292,Compliant,No Issue,1074539,3729180,202.2,3.14
