"OSEBuildingID","DataYear","BuildingType","PrimaryPropertyType","PropertyName","Address","City","State","ZipCode","TaxParcelIdentificationNumber","CouncilDistrictCode","Neighborhood","Latitude","Longitude","YearBuilt","NumberofBuildings","NumberofFloors","PropertyGFATotal","PropertyGFAParking","PropertyGFABuilding.s.","ListOfAllPropertyUseTypes","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","YearsENERGYSTARCertified","ENERGYSTARScore","SiteEUI.kBtu.sf.","SiteEUIWN.kBtu.sf.","SourceEUI.kBtu.sf.","SourceEUIWN.kBtu.sf.","SiteEnergyUse.kBtu.","SiteEnergyUseWN.kBtu.","SteamUse.kBtu.","Electricity.kWh.","Electricity.kBtu.","NaturalGas.therms.","NaturalGas.kBtu.","ComplianceStatus","TotalGHGEmissions","GHGEmissionsIntensity"
740,2022,"NonResidential","Office","THE CANAL VIEW BUILDING","551 N 34TH ST","SEATTLE","WA",98103,"1972206514",6,"LAKE UNION",47.64932,-122.35187,2000,1,2,77174,25800,51374,NA,"Office",45584,"Parking",25800,"Laboratory",5790,NA,"23",97.80000305,97.80000305,257.3999939,257.3999939,5025916,5025916,NA,1330760,4540553,4854,485360,"Compliant",43.2,0.84
741,2022,"NonResidential","Office","1000 DEXTER PHASE II","1000 DEXTER AVE N","SEATTLE","WA",98109,"2249500235",7,"MAGNOLIA / QUEEN ANNE",47.62817,-122.34212,1998,1,5,240454,122400,118054,NA,"Office",107415,"Parking",95789,"Other",10592,NA,"92",38.20000076,38.20000076,106.9000015,106.9000015,4504304,4504304,NA,1320136,4504304,NA,NA,"Compliant",17.3,0.15
742,2022,"NonResidential","Mixed Use Property","1100 EASTLAKE - (2013)","1100 EASTLAKE AVE E","SEATTLE","WA",98109,"2163901105",3,"LAKE UNION",47.6289,-122.32877,2008,1,5,287224,103650,183574,NA,"Other",106548,"Parking",96610,"Office",73182,NA,NA,140.5,139.6000061,354,353.1000061,26302290,26150506,NA,6476953,22099364,42029,4202930,"Compliant",308,1.68
743,2022,"NonResidential","Mixed Use Property","1208 EASTLAKE AVE E (Dendreon)","1208 EASTLAKE AVE E","SEATTLE","WA",98102,"2163901160",3,"LAKE UNION",47.63079,-122.32693,1999,1,4,128408,18659,109749,NA,"Office",49560,"Laboratory",47806,"Parking",47806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
744,2022,"NonResidential","Office","WEST TOWER","400 2ND AVE W","SEATTLE","WA",98119,"1989200750",7,"MAGNOLIA / QUEEN ANNE",47.62225,-122.35915,2000,1,7,241875,84689,157186,NA,"Office",169617,"Parking",78041,NA,NA,NA,"89",36.20000076,35.5,95.80000305,95.09999847,6138199,6017438,NA,1642691,5604862,5333,533340,"Compliant",49.8,0.32
745,2022,"NonResidential","Office","190 QUEEN ANNE","190 QUEEN ANNE AVE N","SEATTLE","WA",98109,"1989201385",7,"MAGNOLIA / QUEEN ANNE",47.61949,-122.35639,1974,1,5,102930,18720,84210,NA,"Office",87824,"Parking",15054,NA,NA,NA,"89",39.09999847,37.79999924,97.90000153,96.59999847,3430141,3322929,NA,836317,2853514,5766,576630,"Compliant",41.6,0.49
748,2022,"NonResidential","Office","PIER 70","2801 ALASKAN WAY","SEATTLE","WA",98121,"7666202292",7,"DOWNTOWN",47.61472,-122.35566,1902,1,3,76893,0,76893,NA,"Office",69951,"Restaurant",6942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2045817,6980328,NA,NA,"Not Compliant",26.8,0.35
749,2022,"NonResidential","Office","FOURTH & VINE BLDG","2601 4TH AVE","SEATTLE","WA",98121,"0656000410",7,"DOWNTOWN",47.61732,-122.34791,1975,1,8,150000,23630,126370,NA,"Office",124594,"Parking",20821,NA,NA,NA,"88",44,42.20000076,104.8000031,102.8000031,5484810,5255800,NA,1221407,4167441,13174,1317370,"Compliant",86,0.68
750,2022,"NonResidential","Office","SEATTLE CHILDREN'S HOSPITAL RESEARCH BUILDING #2","1915 TERRY AVE","SEATTLE","WA",98101,"0660001255",7,"DOWNTOWN",47.61628,-122.33391,1953,1,7,274362,0,274362,NA,"Office",274362,NA,NA,NA,NA,NA,"92",31.60000038,30.79999924,85.30000305,83.09999847,8662779,8443809,NA,2396004,8175166,4876,487610,"Compliant",57.3,0.21
751,2022,"NonResidential","Office","BLANCHARD PLAZA","2201 6TH AVE","SEATTLE","WA",98121,"0697000235",7,"DOWNTOWN",47.61599,-122.34165,1983,1,15,378002,116280,261722,NA,"Office",278661,"Parking",48311,NA,NA,NA,"87",44.20000076,42.5,102.1999969,99.5,12326013,11835837,NA,2600836,8874052,34520,3451960,"Compliant",217.4,0.83
752,2022,"NonResidential","Office","ACTIVE VOICE  BUILDING (FORMERLY SIXTH & LENORA)","2033 6TH AVE","SEATTLE","WA",98121,"0659000930",7,"DOWNTOWN",47.61481,-122.33969,1963,1,11,169020,0,169020,NA,"Office",156414,"Bar/Nightclub",10337,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208,NA,"85",51.70000076,50.40000153,109.5,107.8000031,9049062,8812350,2964304,1540324,5255585,8292,829170,"Compliant",304.3,1.8
753,2022,"NonResidential","Mixed Use Property","THE WESTIN BUILDING EXCHANGE (Office)","2001 6TH AVE","SEATTLE","WA",98121,"0659000950",7,"DOWNTOWN",47.61438,-122.33871,1981,1,33,429405,0,429405,NA,"Data Center",237276,"Office",189244,"Parking",169000,NA,NA,NA,NA,NA,NA,NA,NA,NA,79060088,269753020,NA,NA,"Not Compliant",1034.6,2.41
754,2022,"NonResidential","Office","720 OLIVE BLDG","720 OLIVE WAY","SEATTLE","WA",98101,"0659000305",7,"DOWNTOWN",47.61418,-122.33485,1981,1,19,383515,89778,293737,NA,"Office",329378,"Parking",91000,NA,NA,NA,"74",50.09999847,48.59999847,140.3999939,136.1999969,16515940,16016500,NA,4840545,16515940,NA,NA,"Compliant",63.3,0.22
755,2022,"NonResidential","Medical Office","MEDICAL DENTAL BUILDING","509 OLIVE WAY","SEATTLE","WA",98101,"0659000085",7,"DOWNTOWN",47.61274,-122.33685,1925,1,18,363934,28870,335064,NA,"Medical Office",315026,"Parking",28870,"Retail Store",16587,NA,"91",60.40000153,59,128.6000061,126.9000015,20244968,19774814,8503981,3437721,11729504,115,11480,"Not Compliant",734.4,2.19
756,2022,"NonResidential","Mixed Use Property","OLD NAVY","601 PINE ST","SEATTLE","WA",98101,"1976700005",7,"DOWNTOWN",47.61203,-122.33486,1929,1,4,78920,0,78920,NA,"Retail Store",38680,"Personal Services (Health/Beauty, Dry Cleaning, etc)",31176,"Other",9064,NA,NA,23.89999962,23.89999962,67,67,1887667,1887667,NA,553244,1887667,NA,NA,"Compliant",7.2,0.09
757,2022,"NonResidential","Mixed Use Property","MARKET PLACE ONE & TWO","2001 WESTERN AVE","SEATTLE","WA",98121,"1977200280",7,"DOWNTOWN",47.61051,-122.34439,1979,1,7,131143,87160,43983,NA,"Parking",132780,"Office",127013,"Restaurant",21642,NA,"67",79.19999695,79.19999695,150.5,150.5,11778478,11778478,NA,1675649,5717314,60612,6061160,"Compliant",343.8,7.82
758,2022,"NonResidential",NA,"PACIFIC PLACE","600 PINE ST","SEATTLE","WA",98101,"6600470000",7,"DOWNTOWN",47.61289,-122.33531,1999,1,0,947987,440185,507802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
759,2022,"NonResidential","Mixed Use Property","ODDFELLOWS LODGE - RETAIL","915 E PINE ST","SEATTLE","WA",98122,"6003500460",3,"EAST",47.61505,-122.32,1908,1,4,76803,0,76803,NA,"Office",22982,"Performing Arts",17754,"Self-Storage Facility",14178,NA,NA,71.30000305,69.30000305,140.6999969,138.6000061,4712138,4580736,NA,729437,2488840,22233,2223300,"Compliant",127.6,1.66
760,2022,"NonResidential","Office","TWO PINE","1601 2ND AVE","SEATTLE","WA",98101,"1117080020",7,"DOWNTOWN",47.61036,-122.34037,1908,1,10,132998,0,132998,NA,"Office",103323,"Retail Store",20713,NA,NA,NA,NA,35.70000076,35.70000076,94.90000153,94.90000153,4433119,4433119,403187,1181106,4029934,NA,NA,"Compliant",48.1,0.36
761,2022,"NonResidential","Retail Store","ROSS DRESS FOR LESS","301 PIKE ST","SEATTLE","WA",98101,"1975700300",7,"DOWNTOWN",47.60956,-122.33715,1940,1,3,83118,0,83118,NA,"Retail Store",83118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465367,1587832,NA,NA,"Not Compliant",6.1,0.07
762,2022,"NonResidential","Retail Store","KRESS BUILDING","1419 3RD AVE","SEATTLE","WA",98101,"1975700485",7,"DOWNTOWN",47.60933,-122.33786,1924,1,3,77555,0,77555,NA,"Retail Store",74616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483528,1649796,NA,NA,"Not Compliant",6.3,0.08
763,2022,"NonResidential","Office","MARKET SQUARE","1415 WESTERN AVE","SEATTLE","WA",98101,"7666202405",7,"DOWNTOWN",47.60765,-122.34097,1909,1,6,51218,0,51218,NA,"Office",52314,NA,NA,NA,NA,NA,"42",45.5,45.5,127.1999969,127.1999969,2380539,2380539,NA,696226,2375524,50,5020,"Compliant",9.4,0.18
764,2022,"NonResidential","Office","FINANCIAL CENTER","1215 4TH AVE","SEATTLE","WA",98101,"0002400002",7,"DOWNTOWN",47.60765,-122.3348,1970,1,29,453106,65451,387655,NA,"Office",395605,"Parking",67810,"Data Center",7785,NA,"71",81.19999695,80.30000305,192.8000031,191.6999969,33306460,32938450,4946145,7262914,24781063,35792,3579250,"Compliant",685.8,1.77
765,2022,"NonResidential","Office","SEATTLE TOWER","1218 3RD AVE","SEATTLE","WA",98101,"1975200005",7,"DOWNTOWN",47.60769,-122.33544,1929,1,27,216571,13320,203251,NA,"Office",195707,"Data Center",15515,"Parking",13320,NA,"100",72.19999695,69.40000153,136.6000061,133.1000061,15645650,15024146,8911817,1973573,6733831,NA,NA,"Compliant",747.7,3.68
766,2022,"NonResidential","Office","1200 3RD AVENUE","1200 3RD AVE","SEATTLE","WA",98101,"1975200015",7,"DOWNTOWN",47.60741,-122.33565,1921,1,13,189175,0,189175,NA,"Office",146697,"Data Center",12017,"Other - Restaurant/Bar",4518,NA,"54",113.9000015,113.9000015,319,319,18599250,18599250,NA,5451128,18599249,NA,NA,"Compliant",71.3,0.38
767,2022,"NonResidential","Office","1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL","1015 3RD AVE","SEATTLE","WA",98104,"0939000485",7,"DOWNTOWN",47.60582,-122.33464,1998,1,13,293576,74481,219095,NA,"Office",201670,"Parking",70603,"Other",14424,NA,"67",64.69999695,64.30000305,181.1999969,180.1000061,13987927,13896419,NA,4099627,13987927,NA,NA,"Compliant",53.6,0.24
768,2022,"NonResidential","Office","1201 WESTERN BUILDING","1201 WESTERN AVE","SEATTLE","WA",98101,"7666202480",7,"DOWNTOWN",47.60576,-122.33922,1910,1,7,122356,0,122356,NA,"Office",95942,"Retail Store",15523,"Data Center",182,NA,"91",38.70000076,37.79999924,102.8000031,101.9000015,4315578,4218864,NA,1163041,3968296,3473,347280,"Compliant",33.7,0.28
769,2022,"NonResidential","Office","UNITED WAY","720 2ND AVE","SEATTLE","WA",98104,"0939000240",7,"DOWNTOWN",47.60366,-122.33328,1921,1,3,52298,0,52298,NA,"Office",52250,NA,NA,NA,NA,NA,"42",63.5,63.5,177.8999939,177.8999939,3320157,3320157,NA,973082,3320157,NA,NA,"Compliant",12.7,0.24
771,2022,"NonResidential","Office","HOGE BUILDING","705 2ND AVE","SEATTLE","WA",98104,"0939000230",7,"DOWNTOWN",47.60304,-122.33362,1911,1,17,116640,0,116640,NA,"Office",116640,NA,NA,NA,NA,NA,"86",44.20000076,41.79999924,102.1999969,97.5,5161002,4872639,1584655,1048167,3576346,NA,NA,"Compliant",142.1,1.22
772,2022,"NonResidential","Office","BANK OF AMERICA FIFTH AVENUE PLAZA","800 5TH AVE","SEATTLE","WA",98104,"0942000470",3,"DOWNTOWN",47.60573,-122.33028,1981,1,42,1249055,201121,1047934,NA,"Office",999310,"Parking",224324,"Medical Office",12276,NA,"85",35,NA,97.90000153,NA,35371360,NA,NA,10364200,35362650,NA,NA,"Compliant",135.6,0.13
773,2022,"NonResidential","Office","SEIU LOCAL 775- SEATTLE BUILDING","215 COLUMBIA ST","SEATTLE","WA",98104,"0939000245",7,"DOWNTOWN",47.6038,-122.33293,1924,1,4,63150,0,63150,NA,"Office",60906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578048,1972300,NA,NA,"Not Compliant",7.6,0.12
774,2022,"NonResidential","Office","PACIFIC BUILDING","720 3RD AVE","SEATTLE","WA",98104,"0942000590",7,"DOWNTOWN",47.60411,-122.33225,1970,1,22,227556,98556,129000,NA,"Office",153513,"Parking",72550,NA,NA,NA,"94",33,31.39999962,92.40000153,87.80000305,5068177,4814483,NA,1485398,5068178,NA,NA,"Compliant",19.4,0.15
775,2022,"NonResidential",NA,"COLUMBIA CENTER","701 5TH AVE","SEATTLE","WA",98104,"0942000640",7,"DOWNTOWN",47.60454,-122.33072,1985,1,76,1952220,319400,1632820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
776,2022,"NonResidential","Parking","FIRST HILL MEDICAL BUILDING","515 MINOR AVE","SEATTLE","WA",98104,"8590900765",3,"EAST",47.60663,-122.32157,1988,1,5,188339,99314,89025,NA,"Parking",99314,"Medical Office",89108,NA,NA,NA,NA,81.09999847,79.59999847,216,212.3999939,7223946,7093408,NA,1953362,6664871,5591,559080,"Compliant",55.3,0.62
777,2022,"NonResidential","College/University","SEATTLE UNIVERSITY - Laundry Bldg (LDRY)","1300 E COLUMBIA ST","SEATTLE","WA",98122,"2254500945",3,"CENTRAL",47.6094,-122.31506,1916,1,2,60122,0,60122,NA,"College/University",60122,"Parking",0,NA,NA,NA,NA,13.89999962,13.89999962,38.90000153,38.90000153,838158,838158,NA,244510,834267,39,3890,"Compliant",3.4,0.06
778,2022,"NonResidential","Office","101 KING STREET","500 1ST AVE S","SEATTLE","WA",98104,"7666206830",2,"DOWNTOWN",47.5981,-122.33369,1910,1,6,95000,13700,81300,NA,"Office",84481,"Parking",8474,NA,NA,NA,"91",34.29999924,32.79999924,90.59999847,86.59999847,2894431,2774170,NA,772180,2634678,2598,259750,"Compliant",23.9,0.29
779,2022,"NonResidential","Office","ADMINISTRATION BUILDING - KING COUNTY","500 4TH AVE","SEATTLE","WA",98104,"0942000920",7,"DOWNTOWN",47.6029,-122.32927,1971,1,9,224857,0,224857,NA,"Office",204993,NA,NA,NA,NA,NA,"67",72.40000153,70.5,162,158.6999969,14834554,14448764,5214079,2819600,9620475,NA,NA,"Compliant",459.2,2.04
780,2022,"NonResidential","Office","KING STREET CENTER","201 S JACKSON ST","SEATTLE","WA",98104,"5247800795",2,"DOWNTOWN",47.59878,-122.33088,1998,1,8,446261,124788,321473,NA,"Office",307918,"Parking",124788,"Retail Store",13555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
780,2022,"NonResidential","Office","KING STREET CENTER","201 S JACKSON ST","SEATTLE","WA",98104,"5247800795",2,"DOWNTOWN",47.59878,-122.33088,1998,1,8,446261,124788,321473,NA,"Office",307918,"Parking",124788,"Retail Store",13555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
782,2022,"Nonresidential WA","Non-Refrigerated Warehouse","WA STATE DOT 17KU01 1051 BUILDING","1051 1ST AVE S","SEATTLE","WA",98134,"7666206955",2,"GREATER DUWAMISH",47.59273,-122.33455,1939,1,2,58492,0,58492,NA,"Non-Refrigerated Warehouse",40558,"Office",17934,NA,NA,NA,NA,23.29999924,21.5,42.29999924,40.40000153,1365675,1260049,NA,174179,594298,7714,771380,"Compliant",43.2,0.74
783,2022,"NonResidential","Office","Taylor Edwards Building	(MCKINNON FURNITURE)","1518 1ST AVE S","SEATTLE","WA",98134,"7666206440",2,"GREATER DUWAMISH",47.58958,-122.33369,1907,1,6,62370,0,62370,NA,"Office",49473,"Restaurant",10408,NA,NA,NA,"40",67,66.69999695,162.3000031,161.5,4009757,3992386,NA,922618,3147973,8618,861780,"Compliant",57.8,0.93
784,2022,"NonResidential","Non-Refrigerated Warehouse","GRAYBAR ELECTRIC","1919 6TH AVE S","SEATTLE","WA",98134,"7666204495",2,"GREATER DUWAMISH",47.58454,-122.3269,1960,1,1,73296,0,73296,NA,"Non-Refrigerated Warehouse",75141,"Parking",0,NA,NA,NA,"74",35.5,32.90000153,57.70000076,54.90000153,2670652,2469573,NA,256932,876652,17940,1794000,"Compliant",98.6,1.35
785,2022,"Nonresidential COS","Office","Airport Way Ctr - Bldg A","2203 AIRPORT WAY S","SEATTLE","WA",98134,"7666203240",2,"GREATER DUWAMISH",47.5829,-122.32417,1944,1,4,99122,0,99122,NA,"Office",67769,"Laboratory",32181,NA,NA,NA,NA,155.8999939,155.6999969,384,384.3999939,15578585,15562634,NA,3688620,12585571,29930,2993010,"Compliant",207.2,2.09
787,2022,"NonResidential","Non-Refrigerated Warehouse","Seattle Lighting Distribution Center","26 S HANFORD ST","SEATTLE","WA",98134,"7666207627",2,"GREATER DUWAMISH",47.57613,-122.33864,1952,1,2,115668,0,115668,NA,"Non-Refrigerated Warehouse",115194,"Parking",0,NA,NA,NA,"43",29.20000076,29,45.70000076,45.20000076,3361356,3342888,NA,289949,989305,23720,2372050,"Compliant",129.8,1.12
791,2022,"NonResidential","Distribution Center","UPS WAREHOUSE","4455 7TH AVE S","SEATTLE","WA",98108,"7376600390",2,"GREATER DUWAMISH",47.56301,-122.32564,1970,1,1,141686,0,141686,NA,"Distribution Center",141686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813648,6188167,NA,NA,"Not Compliant",23.7,0.17
792,2022,"NonResidential","Office","MCKINSTRY HEADQUARTERS","5005 3RD AVE S","SEATTLE","WA",98134,"3573700320",2,"GREATER DUWAMISH",47.55695,-122.33176,1950,1,1,93610,0,93610,NA,"Office",101278,"Data Center",502,NA,NA,NA,NA,53.29999924,51.20000076,108.3000031,106.4000015,5422502,5211028,NA,891897,3043153,23794,2379350,"Compliant",138,1.47
793,2022,"NonResidential","Enclosed Mall","ATRIUM BUILDING - SEATTLE DESIGN CENTER","5601 6TH AVE S","SEATTLE","WA",98108,"2738100010",2,"GREATER DUWAMISH",47.55238,-122.32762,1973,1,2,156188,0,156188,NA,"Enclosed Mall",166383,"Parking",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148889,508008,NA,NA,"Not Compliant",1.9,0.01
794,2022,"NonResidential","Non-Refrigerated Warehouse","BLDG C NW CORP PARK","703 S FIDALGO ST","SEATTLE","WA",98108,"2738100480",2,"GREATER DUWAMISH",47.54923,-122.32446,1966,1,1,115620,0,115620,NA,"Non-Refrigerated Warehouse",115620,NA,NA,NA,NA,NA,"76",22.29999924,21.29999924,43.59999847,42.5,2582399,2458593,NA,390682,1333007,12494,1249390,"Compliant",71.5,0.62
796,2022,"NonResidential","Office","6100 BUILDING","6100 4TH AVE S","SEATTLE","WA",98108,"5367200610",2,"GREATER DUWAMISH",47.54699,-122.32882,1975,1,5,238148,0,238148,NA,"Office",231153,"Parking",9243,"Pre-school/Daycare",6995,NA,"91",27.89999962,26.10000038,78,73,6641696,6214286,NA,1942604,6628165,135,13530,"Compliant",26.1,0.11
797,2022,"NonResidential","Distribution Center","WEST CORE RIVER STREET","303 S RIVER ST","SEATTLE","WA",98108,"5367204100",2,"GREATER DUWAMISH",47.54326,-122.33134,1969,1,1,71718,0,71718,NA,"Distribution Center",75048,NA,NA,NA,NA,NA,"80",9.5,9.5,26.60000038,26.5,712324,710178,NA,208770,712324,NA,NA,"Compliant",2.7,0.04
798,2022,"NonResidential","Non-Refrigerated Warehouse","PIONEER HUMAN SERVICES","7440 W MARGINAL WAY S","SEATTLE","WA",98108,"2924049101",1,"GREATER DUWAMISH",47.53628,-122.3329,1969,1,1,55450,0,55450,NA,"Non-Refrigerated Warehouse",34206,"Office",21244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471523,1608837,NA,NA,"Not Compliant",6.2,0.11
799,2022,"NonResidential","Non-Refrigerated Warehouse","CLOVERDALE BUSINESS PARK (BLDG D)","309 S CLOVERDALE ST","SEATTLE","WA",98108,"3224049012",1,"GREATER DUWAMISH",47.52549,-122.33064,1979,1,1,54880,0,54880,NA,"Non-Refrigerated Warehouse",45600,"Office",9600,NA,NA,NA,NA,59,56.40000153,105.5999985,102.9000015,3254132,3111819,NA,404422,1379886,18742,1874240,"Compliant",104.8,1.91
800,2022,"NonResidential","Retail Store","TARGET STORE","2800 SW BARTON ST","SEATTLE","WA",98126,"3624039166",1,"DELRIDGE NEIGHBORHOODS",47.52222,-122.36892,1992,1,1,102500,0,102500,NA,"Retail Store",99471,"Parking",0,NA,NA,NA,"77",77.69999695,76,151.1000061,148.6000061,7733484,7563986,NA,1157879,3950683,37828,3782800,"Compliant",216.1,2.11
801,2022,"NonResidential","Parking","UNIVERSITY VILLAGE NORTH (PARKING GARAGE/RETAIL/STORAGE)","2650 NE 49TH ST","SEATTLE","WA",98105,"0925049425",4,"NORTHEAST",47.66478,-122.29804,2002,1,6,361398,272900,88498,NA,"Parking",232685,"Strip Mall",82176,NA,NA,NA,NA,99.19999695,97,230.8000031,228.3999939,8153960,7967044,NA,1742687,5946048,22079,2207910,"Compliant",140.1,1.58
802,2022,"NonResidential","Supermarket/Grocery Store","QFC AND RITE AID DRUG STORE","2707 RAINIER AVE S","SEATTLE","WA",98144,"5260300005",2,"GREATER DUWAMISH",47.57903,-122.29982,1963,1,1,50785,0,50785,NA,"Supermarket/Grocery Store",28704,"Retail Store",22081,NA,NA,NA,NA,131.1000061,127.9000015,274.2000122,270.8999939,6656754,6497569,NA,1161683,3963662,26931,2693090,"Compliant",158.2,3.12
803,2022,"NonResidential","Office","200 SW MICHIGAN","200 SW MICHIGAN ST","SEATTLE","WA",98106,"5367202506",1,"SHARED: GREATER DUWAMISH & DELRIDGE NEIGHBORHOODS",47.54103,-122.33766,1929,1,3,85126,0,85126,NA,"Office",85126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269880,920830,NA,NA,"Not Compliant",3.5,0.04
804,2022,"NonResidential",NA,"NORTHGATE NORTH","300 NE NORTHGATE WAY","SEATTLE","WA",98125,"2926049109",5,"SHARED: NORTH & NORTHWEST",47.70911,-122.32529,2000,1,5,303255,19820,283435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
805,2022,"NonResidential","Distribution Center","PORTSIDE DISTRIBUTION CENTER","4050 E MARGINAL WAY S","SEATTLE","WA",98134,"7666207536",2,"GREATER DUWAMISH",47.56613,-122.33838,1986,1,1,411584,0,411584,NA,"Distribution Center",375824,"Refrigerated Warehouse",35760,"Office",20153,NA,"63",26.70000076,25.39999962,58.20000076,56.90000153,10993373,10445675,NA,2077258,7087604,39058,3905770,"Compliant",234.6,0.57
806,2022,"NonResidential","Mixed Use Property","U.S. RUBBER BLDG.","212 S JACKSON ST","SEATTLE","WA",98104,"5247800865",7,"DOWNTOWN",47.59937,-122.33116,1902,1,4,72000,0,72000,NA,"Non-Refrigerated Warehouse",27283,"Office",23277,"Retail Store",6540,NA,NA,22.20000076,19.89999962,40.09999847,36.79999924,1269244,1137318,NA,160093,546239,7230,723010,"Compliant",40.5,0.56
807,2022,"NonResidential","Office","645 ELLIOTT - NORTH BUILDING","645 ELLIOTT AVE W","SEATTLE","WA",98119,"3879902265",7,"MAGNOLIA / QUEEN ANNE",47.6252,-122.36737,2008,1,4,242686,100176,142510,NA,"Office",155438,"Parking",79983,NA,NA,NA,"81",45.20000076,45.20000076,126.5,126.5,7022369,7022369,NA,2058139,7022370,NA,NA,"Compliant",26.9,0.19
809,2022,"NonResidential","Office","WASHINGTON SHOE BUILDING","159 S JACKSON ST","SEATTLE","WA",98104,"5247800735",2,"DOWNTOWN",47.59895,-122.33248,1900,1,6,95760,15840,79920,NA,"Office",61592,"Parking",12110,"Restaurant",11072,NA,"75",68.80000305,66.5,174.1000061,168.1999969,4995738,4830990,NA,1240447,4232405,7633,763330,"Compliant",56.8,0.71
811,2022,"NonResidential","Non-Refrigerated Warehouse","SODO URBAN WORKS","4143 1ST AVE S","SEATTLE","WA",98134,"1824049060",2,"GREATER DUWAMISH",47.56693,-122.33571,1946,1,1,188681,8061,180620,NA,"Non-Refrigerated Warehouse",112542,"Manufacturing/Industrial Plant",33284,"Office",30005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107607,7191155,NA,NA,"Not Compliant",27.6,0.15
812,2022,"NonResidential","Manufacturing/Industrial Plant","SEATTLE POTTERY","35 S HANFORD ST","SEATTLE","WA",98134,"7666207611",2,"GREATER DUWAMISH",47.57513,-122.33739,1917,1,1,65288,0,65288,NA,"Manufacturing/Industrial Plant",65288,NA,NA,NA,NA,NA,"44",27.5,25.89999962,60.29999924,57.79999924,1794037,1691330,NA,344187,1174366,6197,619670,"Compliant",37.4,0.57
813,2022,"NonResidential","Non-Refrigerated Warehouse","PUGET SOUND -TERMINAL 7 B","3546 W MARGINAL WAY SW","SEATTLE","WA",98106,"7666703967",1,"SHARED: GREATER DUWAMISH & DELRIDGE NEIGHBORHOODS",47.5725,-122.3571,1966,1,1,170632,0,170632,NA,"Non-Refrigerated Warehouse",93836,"Office",76796,NA,NA,NA,"99",8,7.800000191,22.5,21.79999924,1371141,1329013,NA,401858,1371141,NA,NA,"Not Compliant",5.3,0.03
814,2022,"NonResidential","Office","WEST LAKE UNION CENTER","1505 WESTLAKE AVE N","SEATTLE","WA",98109,"8807900130",7,"MAGNOLIA / QUEEN ANNE",47.63264,-122.34171,1994,1,10,381511,168978,212533,NA,"Office",220033,"Parking",168978,NA,NA,NA,"78",57.29999924,57.29999924,155.8999939,155.8999939,12597100,12597100,NA,3528191,12038188,5589,558910,"Compliant",75.9,0.36
815,2022,"NonResidential","Office","FIFTH & YESLER BLDG.","300 5TH AVE","SEATTLE","WA",98104,"0942001155",3,"DOWNTOWN",47.60214,-122.32726,2009,1,17,413264,138098,275166,NA,"Office",299182,"Parking",94872,NA,NA,NA,"89",32.09999847,31.29999924,90,87.80000305,9617689,9376274,NA,2818783,9617688,NA,NA,"Compliant",36.9,0.13
817,2022,"NonResidential","Mixed Use Property","RUSSELL HALL","1414 NE 42ND ST","SEATTLE","WA",98105,"1142001150",4,"NORTHEAST",47.6586,-122.3124,2009,1,6,122400,54300,68100,NA,"Office",41624,"Parking",33399,"Multifamily Housing",20740,NA,"83",51.5,51.5,121,121,3669494,3666622,NA,798213,2723502,9460,945990,"Compliant",60.7,0.89
819,2022,"NonResidential","Strip Mall","UNIVERSITY VILLAGE SHOPPING CENTER BLDG D","2623 NE UNIVERSITY VILLAGE ST","SEATTLE","WA",98105,"0925049346",4,"NORTHEAST",47.66246,-122.29898,1956,1,2,93803,0,93803,NA,"Strip Mall",92822,NA,NA,NA,NA,NA,NA,46.59999847,45.29999924,102,100,4323154,4204126,NA,825530,2816707,15064,1506450,"Compliant",90.8,0.97
